name;dosage;form
Meloxicam;15 mg;Comprimido
Meloxicam;15 mg/1.5 ml;Solução injetável
Meloxicam;7.5 mg;Comprimido
Melperona;25 mg;Comprimido revestido por película
Melperona;50 mg;Comprimido revestido por película
Memantina;(5 mg)+(10 mg)+(15 mg)+(20 mg);Comprimido
Memantina;(5 mg)+(10 mg)+(15 mg)+(20 mg);Comprimido revestido por película
Memantina;10 mg;Comprimido
Memantina;10 mg;Comprimido revestido
Memantina;10 mg;Comprimido revestido por película
Memantina;10 mg/ml;Solução oral
Memantina;15 mg;Comprimido revestido por película
Memantina;20 mg;Comprimido
Memantina;20 mg;Comprimido revestido
Memantina;20 mg;Comprimido revestido por película
Memantina;5 mg;Comprimido revestido por película
Memantina;5 mg/0.5 ml;Solução oral
Menotropina;1200 U.I.;Pó e solvente para solução injetável
Menotropina;600 U.I.;Pó e solvente para solução injetável
Menotropina;75 U.I./1 ml;Pó e solvente para solução injetável
Mepartricina;25000 U;Óvulo
Mepartricina;40 mg;Comprimido gastrorresistente
Mepivacaína;100 mg/5 ml;Solução injetável
Mepivacaína;200 mg/10 ml;Solução injetável
Mepivacaína;30 mg/ml;Solução injetável
Mepivacaína;40 mg/2 ml;Solução injetável
Mepivacaína + Adrenalina;36 mg/1.8 ml + 0.018 mg/1.8 ml;Solução injetável
Mepolizumab;100 mg;Pó para solução injetável
Mepolizumab;100 mg/1 ml;Solução injetável em caneta pré-cheia
Mepolizumab;100 mg/1 ml;Solução injetável em seringa pré-cheia
Mequitazina;5 mg;Comprimido
Mercaptamina;150 mg;Cápsula
Mercaptamina;25 mg;Cápsula gastrorresistente
Mercaptamina;3.8 mg/ml;"Colírio; solução"
Mercaptamina;50 mg;Cápsula
Mercaptamina;75 mg;Cápsula gastrorresistente
Mercaptopurina;20 mg/ml;Suspensão oral
Mercaptopurina;50 mg;Comprimido
Meropenem;1000 mg;Pó para solução injetável ou para perfusão
Meropenem;500 mg;Pó para solução injetável ou para perfusão
Meropenem + Vaborbactam;1 g + 1 g;Pó para concentrado para solução para perfusão
Mesilato de di-hidroergocriptina;20 mg;Comprimido
Mesilato de di-hidroergocriptina;5 mg;Cápsula
Mesna;400 mg/4 ml;Solução injetável
Mesoglicano sódico;24 mg;Cápsula
Messalazina;1 g/dose;Espuma retal
Messalazina;1000 mg;Comprimido de libertação prolongada
Messalazina;1000 mg;Comprimido gastrorresistente
Messalazina;1000 mg;Granulado de libertação modificada
Messalazina;1000 mg;Granulado gastrorresistente de libertação prolongada
Messalazina;1000 mg;Supositório
Messalazina;1000 mg/100 ml;Suspensão retal
Messalazina;1200 mg;Comprimido gastrorresistente de libertação prolongada
Messalazina;1500 mg;Granulado gastrorresistente de libertação prolongada
Messalazina;20 mg/ml;Suspensão retal
Messalazina;2000 mg;Granulado de libertação modificada
Messalazina;250 mg;Comprimido gastrorresistente
Messalazina;250 mg;Supositório
Messalazina;3000 mg;Granulado gastrorresistente de libertação prolongada
Messalazina;4 g/60 ml;Suspensão retal
Messalazina;40 mg/ml;Suspensão retal
Messalazina;400 mg;Comprimido gastrorresistente
Messalazina;4000 mg;Granulado de libertação modificada
Messalazina;500 mg;Comprimido de libertação prolongada
Messalazina;500 mg;Comprimido gastrorresistente
Messalazina;500 mg;Granulado gastrorresistente de libertação prolongada
Messalazina;500 mg;Supositório
Messalazina;800 mg;Comprimido gastrorresistente
Mesterolona;25 mg;Comprimido
Metadona;10 mg;Comprimido
Metadona;10 mg/ml;Concentrado para solução oral
Metadona;20 mg;Comprimido
Metadona;40 mg;Comprimido
Metadona;5 mg;Comprimido
Metamizol magnésico;2000 mg/5 ml;Solução injetável
Metamizol magnésico;575 mg;Cápsula
Metamizol sódico;500 mg;Comprimido
Metformina;1000 mg;Comprimido de libertação prolongada
Metformina;1000 mg;Comprimido revestido por película
Metformina;500 mg;Comprimido de libertação prolongada
Metformina;500 mg;Comprimido revestido por película
Metformina;700 mg;Comprimido
Metformina;750 mg;Comprimido de libertação prolongada
Metformina;850 mg;Comprimido revestido por película
Metformina + Alogliptina;1000 mg + 12.5 mg;Comprimido revestido por película
Metformina + Alogliptina;850 mg + 12.5 mg;Comprimido revestido por película
Metformina + Canagliflozina;1000 mg + 150 mg;Comprimido revestido por película
Metformina + Canagliflozina;1000 mg + 50 mg;Comprimido revestido por película
Metformina + Canagliflozina;850 mg + 150 mg;Comprimido revestido por película
Metformina + Canagliflozina;850 mg + 50 mg;Comprimido revestido por película
Metformina + Dapagliflozina;1000 mg + 5 mg;Comprimido revestido por película
Metformina + Dapagliflozina;850 mg + 5 mg;Comprimido revestido por película
Metformina + Linagliptina;1000 mg + 2.5 mg;Comprimido revestido por película
Metformina + Linagliptina;850 mg + 2.5 mg;Comprimido revestido por película
Metformina + Pioglitazona;850 mg + 15 mg;Comprimido revestido por película
Metformina + Saxagliptina;1000 mg + 2.5 mg;Comprimido revestido por película
Metformina + Saxagliptina;850 mg + 2.5 mg;Comprimido revestido por película
Metformina + Sitagliptina;1000 mg + 50 mg;Comprimido revestido por película
Metformina + Sitagliptina;850 mg + 50 mg;Comprimido revestido por película
Metformina + Vildagliptina;1000 mg + 50 mg;Comprimido revestido por película
Metformina + Vildagliptina;850 mg + 50 mg;Comprimido revestido por película
Metildigoxina;0.1 mg;Comprimido
Metildopa;250 mg;Comprimido revestido
Metildopa;500 mg;Comprimido revestido
Metilfenidato;10 mg;Cápsula de libertação modificada
Metilfenidato;10 mg;Comprimido
Metilfenidato;18 mg;Comprimido de libertação prolongada
Metilfenidato;20 mg;Cápsula de libertação modificada
Metilfenidato;20 mg;Comprimido
Metilfenidato;27 mg;Comprimido de libertação prolongada
Metilfenidato;30 mg;Cápsula de libertação modificada
Metilfenidato;36 mg;Comprimido de libertação prolongada
Metilfenidato;40 mg;Cápsula de libertação modificada
Metilfenidato;5 mg;Cápsula de libertação modificada
Metilfenidato;5 mg;Comprimido
Metilfenidato;50 mg;Cápsula de libertação modificada
Metilfenidato;54 mg;Comprimido de libertação prolongada
Metilfenidato;60 mg;Cápsula de libertação modificada
Metilprednisolona;1000 mg;Pó para solução injetável
Metilprednisolona;1000 mg/15.6 ml;Pó e solvente para solução injetável
Metilprednisolona;125 mg;Pó para solução injetável
Metilprednisolona;125 mg/2 ml;Pó e solvente para solução injetável
Metilprednisolona;16 mg;Comprimido
Metilprednisolona;2000 mg/31.2 ml;Pó e solvente para solução injetável
Metilprednisolona;250 mg;Pó para solução injetável
Metilprednisolona;32 mg;Comprimido
Metilprednisolona;4 mg;Comprimido
Metilprednisolona;40 mg;Pó para solução injetável
Metilprednisolona;40 mg/1 ml;Pó e solvente para solução injetável
Metilprednisolona;40 mg/1 ml;Suspensão injetável
Metilprednisolona;500 mg;Pó para solução injetável
Metilprednisolona;500 mg/7.8 ml;Pó e solvente para solução injetável
Metilprednisolona;80 mg/2 ml;Suspensão injetável
Metilprednisolona + Lidocaína;40 mg/ml + 10 mg/ml;Suspensão injetável
Metirapona;250 mg;Cápsula mole
Metocarbamol;750 mg;Comprimido
Metoclopramida;1 mg/ml;Solução oral
Metoclopramida;10 mg;Comprimido
Metoclopramida;10 mg/2 ml;Solução injetável
Metolazona;5 mg;Comprimido
Metoprolol;100 mg;Comprimido revestido por película
Metoprolol;200 mg;Comprimido revestido por película
Metoprolol;50 mg;Comprimido revestido por película
Metotrexato;10 mg/0.2 ml;Solução injetável em caneta pré-cheia
Metotrexato;10 mg/0.4 ml;Solução injetável em caneta pré-cheia
Metotrexato;10 mg/0.4 ml;Solução injetável em seringa pré-cheia
Metotrexato;100 mg/ml;Concentrado para solução para perfusão
Metotrexato;100 mg/ml;Solução injetável
Metotrexato;12.5 mg/0.25 ml;Solução injetável em caneta pré-cheia
Metotrexato;12.5 mg/0.5 ml;Solução injetável em caneta pré-cheia
Metotrexato;12.5 mg/0.5 ml;Solução injetável em seringa pré-cheia
Metotrexato;15 mg/0.3 ml;Solução injetável em caneta pré-cheia
Metotrexato;15 mg/0.6 ml;Solução injetável em caneta pré-cheia
Metotrexato;15 mg/0.6 ml;Solução injetável em seringa pré-cheia
Metotrexato;17.5 mg/0.35 ml;Solução injetável em caneta pré-cheia
Metotrexato;17.5 mg/0.7 ml;Solução injetável em caneta pré-cheia
Metotrexato;17.5 mg/0.7 ml;Solução injetável em seringa pré-cheia
Metotrexato;2 mg/ml;Solução oral
Metotrexato;2.5 mg;Comprimido
Metotrexato;2.5 mg/ml;Solução injetável
Metotrexato;20 mg/0.4 ml;Solução injetável em caneta pré-cheia
Metotrexato;20 mg/0.8 ml;Solução injetável em caneta pré-cheia
Metotrexato;20 mg/0.8 ml;Solução injetável em seringa pré-cheia
Metotrexato;22.5 mg/0.45 ml;Solução injetável em caneta pré-cheia
Metotrexato;22.5 mg/0.9 ml;Solução injetável em caneta pré-cheia
Metotrexato;22.5 mg/0.9 ml;Solução injetável em seringa pré-cheia
Metotrexato;25 mg/0.5 ml;Solução injetável em caneta pré-cheia
Metotrexato;25 mg/1 ml;Solução injetável em caneta pré-cheia
Metotrexato;25 mg/1 ml;Solução injetável em seringa pré-cheia
Metotrexato;25 mg/ml;Solução injetável
Metotrexato;25 mg/ml;Solução injetável ou para perfusão
Metotrexato;27.5 mg/0.55 ml;Solução injetável em caneta pré-cheia
Metotrexato;30 mg/0.6 ml;Solução injetável em caneta pré-cheia
Metotrexato;50 mg/ml;Solução injetável
Metotrexato;7.5 mg/0.15 ml;Solução injetável em caneta pré-cheia
Metotrexato;7.5 mg/0.3 ml;Solução injetável em caneta pré-cheia
Metotrexato;7.5 mg/0.3 ml;Solução injetável em seringa pré-cheia
Metoxiflurano;99.90%;Líquido para inalação por vaporização
Metoxipolietilenoglicol-epoetina beta;100 µg/0.3 ml;Solução injetável
Metoxipolietilenoglicol-epoetina beta;120 µg/0.3 ml;Solução injetável
Metoxipolietilenoglicol-epoetina beta;150 µg/0.3 ml;Solução injetável
Metoxipolietilenoglicol-epoetina beta;200 µg/0.3 ml;Solução injetável
Metoxipolietilenoglicol-epoetina beta;250 µg/0.3 ml;Solução injetável
Metoxipolietilenoglicol-epoetina beta;30 µg/0.3 ml;Solução injetável
Metoxipolietilenoglicol-epoetina beta;300 µg/ml;Solução injetável
Metoxipolietilenoglicol-epoetina beta;360 µg/0.6 ml;Solução injetável
Metoxipolietilenoglicol-epoetina beta;40 µg/0.3 ml;Solução injetável
Metoxipolietilenoglicol-epoetina beta;50 µg/0.3 ml;Solução injetável
Metoxipolietilenoglicol-epoetina beta;60 µg/0.3 ml;Solução injetável
Metoxipolietilenoglicol-epoetina beta;75 µg/0.3 ml;Solução injetável
Metoxsaleno;20 µg/ml;Solução para modificação de fração sanguínea
Metreleptina;11.3 mg;Pó para solução injetável
Metreleptina;3 mg;Pó para solução injetável
Metreleptina;5.8 mg;Pó para solução injetável
Metronidazol;10 mg/g;Creme
Metronidazol;10 mg/g;Emulsão cutânea
Metronidazol;250 mg;Comprimido revestido
Metronidazol;250 mg;Comprimido revestido por película
Metronidazol;5 mg/ml;Solução para perfusão
Metronidazol;500 mg;Comprimido revestido por película
Metronidazol;500 mg;Óvulo
Metronidazol;7.5 mg/g;Creme
Metronidazol;7.5 mg/g;Emulsão cutânea
Metronidazol;7.5 mg/g;Gel
Mexazolam;1 mg;Comprimido
Mexiletina;167 mg;Cápsula
Mianserina;30 mg;Comprimido revestido
Micafungina;100 mg;Pó para solução para perfusão
Micafungina;50 mg;Pó para solução para perfusão
Micofenolato de mofetil;1000 mg/5 ml;Pó para suspensão oral
Micofenolato de mofetil;250 mg;Cápsula
Micofenolato de mofetil;250 mg;Comprimido revestido por película
Micofenolato de mofetil;500 mg;Comprimido revestido por película
Micofenolato de mofetil;500 mg;Pó para concentrado para solução para perfusão
Miconazol;20 mg/g;Creme
Miconazol;20 mg/g;Gel oral
Miconazol + Hidrocortisona;20 mg/g + 10 mg/g;Creme
Midazolam;10 mg/10 ml;Solução injetável
Midazolam;10 mg/2 ml;Solução bucal
Midazolam;10 mg/2 ml;Solução injetável
Midazolam;10 mg/5 ml;Solução injetável
Midazolam;100 mg/100 ml;Solução injetável
Midazolam;15 mg;Comprimido revestido
Midazolam;15 mg/3 ml;Solução injetável
Midazolam;15 mg/3 ml;Solução injetável ou para perfusão
Midazolam;2 mg/2 ml;Solução injetável
Midazolam;2 mg/ml;Solução oral em recipiente unidose
Midazolam;2.5 mg/0.5 ml;Solução bucal
Midazolam;25 mg/5 ml;Solução injetável
Midazolam;5 mg/1 ml;Solução bucal
Midazolam;5 mg/1 ml;Solução injetável
Midazolam;5 mg/1 ml;Solução injetável ou para perfusão
Midazolam;5 mg/5 ml;Solução injetável
Midazolam;5 mg/5 ml;Solução injetável ou para perfusão
Midazolam;50 mg/10 ml;Solução injetável
Midazolam;50 mg/10 ml;Solução injetável ou para perfusão
Midazolam;50 mg/50 ml;Solução injetável
Midazolam;7.5 mg/1.5 ml;Solução bucal
Midazolam;90 mg/18 ml;Solução injetável
Midodrina;2.5 mg;Comprimido
Midostaurina;25 mg;Cápsula mole
Mifamurtida;4 mg;Pó para suspensão para perfusão
Mifepristona;200 mg;Comprimido
Migalastate;123 mg;Cápsula
Miglustato;100 mg;Cápsula
Milnaciprano;25 mg;Cápsula
Milnaciprano;50 mg;Cápsula
Milrinona;10 mg/10 ml;Solução injetável
Minociclina;100 mg;Cápsula
Minociclina;100 mg;Comprimido revestido
Minoxidil;20 mg/ml;Solução cutânea
Minoxidil;50 mg/ml;Solução cutânea
Mirabegrom;25 mg;Comprimido de libertação prolongada
Mirabegrom;50 mg;Comprimido de libertação prolongada
Mirtazapina;15 mg;Comprimido orodispersível
Mirtazapina;15 mg;Comprimido revestido
Mirtazapina;15 mg;Comprimido revestido por película
Mirtazapina;30 mg;Comprimido orodispersível
Mirtazapina;30 mg;Comprimido revestido
Mirtazapina;30 mg;Comprimido revestido por película
Mirtazapina;45 mg;Comprimido orodispersível
Mirtazapina;45 mg;Comprimido revestido por película
Misoprostol;0.025 mg;Comprimido
Misoprostol;0.2 mg;Comprimido
Misoprostol;0.4 mg;Comprimido
Mitomicina;10 mg;Pó para solução injetável
Mitomicina;10 mg;Pó para solução intravesical ou para solução injetável ou para perfusão
Mitomicina;2 mg;Pó para solução intravesical ou para solução injetável ou para perfusão
Mitomicina;20 mg;Pó para solução intravesical ou para solução injetável ou para perfusão
Mitomicina;40 mg;Pó para solução injetável
Mitomicina;40 mg;Pó para solução intravesical ou para solução injetável ou para perfusão
Mitomicina;40 mg/40 ml;Pó e solvente para solução para uso intravesical
Mitotano;500 mg;Comprimido
Mitoxantrona;2 mg/ml;Concentrado para solução para perfusão
Mitoxantrona;2 mg/ml;Solução injetável
Moclobemida;150 mg;Comprimido revestido por película
Moclobemida;300 mg;Comprimido revestido por película
Modafinil;100 mg;Comprimido
Mogamulizumab;20 mg/5 ml;Concentrado para solução para perfusão
Mometasona;1 mg/g;Creme
Mometasona;1 mg/g;Pomada
Mometasona;1 mg/g;Solução cutânea
Mometasona;200 µg/dose;Pó para inalação
Mometasona;400 µg/dose;Pó para inalação
Mometasona;50 µg/dose;Suspensão para pulverização nasal
Mometasona + Indacaterol;127.5 µg + 125 µg;"Pó para inalação; cápsula"
Mometasona + Indacaterol;260 µg + 125 µg;"Pó para inalação; cápsula"
Mometasona + Indacaterol;62.5 µg + 125 µg;"Pó para inalação; cápsula"
Mometasona + Indacaterol + Brometo de glicopirrónio;136 µg + 114 µg + 46 µg;"Pó para inalação; cápsula"
Mononitrato de isossorbida;20 mg;Cápsula de libertação prolongada
Mononitrato de isossorbida;20 mg;Comprimido
Mononitrato de isossorbida;40 mg;Cápsula de libertação prolongada
Mononitrato de isossorbida;40 mg;Comprimido
Mononitrato de isossorbida;40 mg;Comprimido de libertação prolongada
Mononitrato de isossorbida;50 mg;Comprimido de libertação prolongada
Mononitrato de isossorbida;60 mg;Cápsula de libertação prolongada
Mononitrato de isossorbida;60 mg;Comprimido de libertação prolongada
Monóxido de carbono + Hélio;0.28 % + 14 %;Gás medicinal comprimido
Monóxido de carbono + Hélio;0.28 % + 9.3 %;Gás medicinal comprimido
Monóxido de carbono + Hélio;0.28 % + 9.5 %;Gás medicinal comprimido
Monóxido de carbono + Metano + Acetileno;0.3 % + 0.3 % + 0.3 %;Gás medicinal comprimido
Montelucaste;10 mg;Comprimido
Montelucaste;10 mg;Comprimido revestido por película
Montelucaste;4 mg;Comprimido para mastigar
Montelucaste;4 mg;Granulado
Montelucaste;5 mg;Comprimido para mastigar
Morfina;10 mg;Cápsula de libertação prolongada
Morfina;10 mg;Comprimido de libertação prolongada
Morfina;10 mg;Comprimido revestido
Morfina;10 mg/1 ml;Solução injetável
Morfina;10 mg/ml;"Gotas orais; solução"
Morfina;10 mg/ml;Solução injetável
Morfina;100 mg;Cápsula de libertação prolongada
Morfina;100 mg;Comprimido de libertação prolongada
Morfina;2 mg/ml;Solução oral
Morfina;20 mg;Comprimido revestido
Morfina;20 mg/1 ml;Solução injetável
Morfina;20 mg/2 ml;Solução injetável
Morfina;20 mg/ml;Solução injetável
Morfina;20 mg/ml;Solução oral
Morfina;200 mg;Comprimido de libertação prolongada
Morfina;30 mg;Cápsula de libertação prolongada
Morfina;30 mg;Comprimido de libertação prolongada
Morfina;40 mg/2 ml;Solução injetável
Morfina;40 mg/ml;Solução injetável
Morfina;6 mg/ml;Solução oral
Morfina;60 mg;Cápsula de libertação prolongada
Morfina;60 mg;Comprimido de libertação prolongada
Moroctocog alfa;1000 U.I./4 ml;Pó e solvente para solução injetável
Moroctocog alfa;1000 U.I./4 ml;Pó e solvente para solução injetável em seringa pré-cheia
Moroctocog alfa;2000 U.I./4 ml;Pó e solvente para solução injetável
Moroctocog alfa;2000 U.I./4 ml;Pó e solvente para solução injetável em seringa pré-cheia
Moroctocog alfa;250 U.I./4 ml;Pó e solvente para solução injetável
Moroctocog alfa;250 U.I./4 ml;Pó e solvente para solução injetável em seringa pré-cheia
Moroctocog alfa;3000 U.I./4 ml;Pó e solvente para solução injetável em seringa pré-cheia
Moroctocog alfa;500 U.I./4 ml;Pó e solvente para solução injetável
Moroctocog alfa;500 U.I./4 ml;Pó e solvente para solução injetável em seringa pré-cheia
Moxifloxacina;400 mg;Comprimido revestido por película
Moxifloxacina;400 mg/250 ml;Solução para perfusão
Moxifloxacina;5 mg/ml;"Colírio; solução"
Moxonidina;0.2 mg;Comprimido revestido
Moxonidina;0.3 mg;Comprimido revestido
Moxonidina;0.4 mg;Comprimido revestido
Multivitaminas;Associação;Emulsão injetável
Multivitaminas + Ácido fólico;Associação;Comprimido revestido
Multivitaminas + Ácido fólico;Associação;Pó para solução injetável
Multivitaminas + Ácido fólico;Associação;Pó para solução para perfusão
Multivitaminas + Sais minerais;Associação;Comprimido revestido
Multivitaminas + Sais minerais + Ácido fólico;Associação;Comprimido revestido
Mupirocina;20 mg/g;Gel
Mupirocina;20 mg/g;Pomada
Mupirocina;20 mg/g;Pomada nasal
Nabumetona;500 mg;Comprimido revestido
Nadroparina cálcica;11400 U.I. anti-Xa/0.6 ml;Solução injetável
